component,kind,time,P,Q,T,U,d,fill_level,h,m,m_l,m_v,s
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.8,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,0.9,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.0,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.1,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.2,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.3,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.4,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.5,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.6,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
GasNode,Node,1.7,101325.0,,293.15,252.8535312393855,1.1648301789877347,0.0,304060.2292320228,0.0011648301789877347,0.0,0.0011648301789877347,6817.681364557649
