component,kind,time,P,Q,T,U,d,fill_level,h,m,m_l,m_v,s
gn2_supply_4500psi,Node,0.0,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.1,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.1,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.2,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.2,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.2,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.3,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.4,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.4,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.5,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.5,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.6,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.6,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.7,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.7,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.8,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.8,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.9,30988948.566250604,,293.0527741081666,908782.7255240566,309.78593241577005,0.0,263010.2572013483,5.5761467834838605,0.0,5.5761467834838605,4966.171452162963
gn2_supply_4500psi,Node,0.9,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.0,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.0,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.1,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.1,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.2,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.2,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.2,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.3,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
gn2_supply_4500psi,Node,1.4,30951569.287587546,,292.9556654760248,908039.090872762,309.62885475415095,0.0,262889.53434852266,5.573319385574717,0.0,5.573319385574717,4966.171347670656
